movie_id,title,director,top_cast
9978,Stormbreaker,Geoffrey Sax,Alex Pettyfer Sarah Bolger Ewan McGregor Robbie Coltrane Stephen Fry
8271,Disturbia,D.J. Caruso,Shia LaBeouf Sarah Roemer Carrie-Anne Moss David Morse Aaron Yoo
10428,Hackers,Iain Softley,Jonny Lee Miller Angelina Jolie Jesse Bradford Matthew Lillard Renoly Santiago
5353,The Hunting Party,Richard Shepard,Richard Gere Terrence Howard James Brolin Diane Kruger Jesse Eisenberg
11934,The Hudsucker Proxy,Joel Coen,Tim Robbins Jennifer Jason Leigh Paul Newman Charles Durning John Mahoney
14392,The Warlords,Peter Chan,Jet Li Andy Lau Takeshi Kaneshiro Xu Jinglei Wei Zongwan
19495,Nomad: The Warrior,Sergei Bodrov Jr.,Kuno Becker Jay Hernandez Jason Scott Lee Doskhan Zholzhaksynov Ayanat Ksenbai
110415,Snowpiercer,Bong Joon-ho,Chris Evans Song Kang-ho Ed Harris John Hurt Tilda Swinton
77459,A Monster in Paris,Bibo Bergeron,Vanessa Paradis Mathieu Chedid Gad Elmaleh François Cluzet Ludivine Sagnier
26486,The Last Shot,Jeff Nathanson,Matthew Broderick Alec Baldwin Toni Collette Calista Flockhart Ray Liotta
9495,The Crow,Alex Proyas,Brandon Lee Rochelle Davis Ernie Hudson Michael Wincott Bai Ling
256040,Baahubali: The Beginning,S.S. Rajamouli,Prabhas Rana Daggubati Tamanna Bhatia Anushka Shetty Ramya Krishnan
24420,The Time Traveler's Wife,Robert Schwentke,Eric Bana Rachel McAdams Michelle Nolden Arliss Howard Ron Livingston
1257,Because I Said So,Michael Lehmann,Diane Keaton Mandy Moore Gabriel Macht Tom Everett Scott Lauren Graham
62214,Frankenweenie,Tim Burton,Charlie Tahan Catherine O'Hara Martin Short Martin Landau Atticus Shaffer
16320,Serenity,Joss Whedon,Nathan Fillion Gina Torres Alan Tudyk Morena Baccarin Adam Baldwin
8842,Against the Ropes,Charles S. Dutton,Meg Ryan Tony Shalhoub Joe Cortese Kerry Washington Omar Epps
9531,Superman III,Richard Lester,Christopher Reeve Richard Pryor Jackie Cooper Marc McClure Annette O'Toole
64807,Grudge Match,Peter Segal,Robert De Niro Sylvester Stallone Alan Arkin Jon Bernthal Kevin Hart
12289,Red Cliff,John Woo,Chang Chen Hu Jun Tony Leung Chiu-Wai Takeshi Kaneshiro Song Jia
11529,Sweet Home Alabama,Andy Tennant,Reese Witherspoon Josh Lucas Patrick Dempsey Candice Bergen Rhona Mitra
20943,The Ugly Truth,Robert Luketic,Katherine Heigl Gerard Butler Eric Winter Bree Turner Nick Searcy
9099,Sgt. Bilko,Jonathan Lynn,Steve Martin Dan Aykroyd Phil Hartman Glenne Headly Daryl Mitchell
9488,Spy Kids 2: The Island of Lost Dreams,Robert Rodriguez,Antonio Banderas Carla Gugino Alexa PenaVega Daryl Sabara Steve Buscemi
193,Star Trek: Generations,David Carson,Patrick Stewart Jonathan Frakes Brent Spiner LeVar Burton Michael Dorn
44865,The Grandmaster,Wong Kar-wai,Tony Leung Chiu-Wai Zhang Ziyi Song Hye-kyo Chang Chen Zhao Benshan
55787,Water for Elephants,Francis Lawrence,Robert Pattinson Reese Witherspoon Christoph Waltz Tatum Etheridge Hal Holbrook
257932,Dragon Nest: Warriors' Dawn,Yuefeng Song,Carrie-Anne Moss Lucas Grabeel Blythe Auffarth Charlie Schlatter Simon Jaglom
10400,The Hurricane,Norman Jewison,Denzel Washington Vicellous Reon Shannon Deborah Kara Unger Liev Schreiber John Hannah
1957,Enough,Michael Apted,Jennifer Lopez Billy Campbell Juliette Lewis Dan Futterman Fred Ward
10833,Heartbreakers,David Mirkin,Sigourney Weaver Jennifer Love Hewitt Gene Hackman Ray Liotta Jason Lee
256961,Paul Blart: Mall Cop 2,Andy Fickman,Kevin James Raini Rodriguez Eduardo Verástegui Daniella Alonso Neal McDonough
5852,Angel Eyes,Luis Mandoki,Jennifer Lopez Jim Caviezel Jeremy Sisto Terrence Howard Sônia Braga
12312,Joe Somebody,John Pasquin,Tim Allen Julie Bowen Kelly Lynch Greg Germann Jim Belushi
622,The Ninth Gate,Roman Polanski,Johnny Depp Frank Langella Lena Olin Emmanuelle Seigner Barbara Jefford
11306,Extreme Measures,Michael Apted,Hugh Grant Gene Hackman Sarah Jessica Parker David Morse Bill Nunn
12508,Rock Star,Stephen Herek,Mark Wahlberg Jennifer Aniston Jason Flemyng Dominic West Jason Bonham
25793,Precious,Lee Daniels,Gabourey Sidibe Mo'Nique Paula Patton Mariah Carey Lenny Kravitz
10534,White Squall,Ridley Scott,Jeff Bridges Caroline Goodall John Savage Scott Wolf Jeremy Sisto
1091,The Thing,John Carpenter,Kurt Russell Keith David Wilford Brimley Donald Moffat Richard Dysart
87421,Riddick,David Twohy,Vin Diesel Karl Urban Katee Sackhoff Jordi Mollà Bokeem Woodbine
10871,Switchback,Jeb Stuart,Dennis Quaid Danny Glover R. Lee Ermey Claudia Stedelin Brent Hinkley
13503,Texas Rangers,Steve Miner,James Van Der Beek Rachael Leigh Cook Ashton Kutcher Dylan McDermott Usher Raymond
13600,City of Ember,Gil Kenan,Saoirse Ronan Harry Treadaway Mary Kay Place Bill Murray Martin Landau
68722,The Master,Paul Thomas Anderson,Joaquin Phoenix Philip Seymour Hoffman Amy Adams Laura Dern Jesse Plemons
14324,Virgin Territory,David Leland,Ryan Cartwright Hayden Christensen Mischa Barton Jay Villiers Simone Spinazzè
14325,The Express,Gary Fleder,Rob Brown Dennis Quaid Darrin Henson Charles S. Dutton Aunjanue Ellis
299687,The 5th Wave,J Blakeson,Chloë Grace Moretz Nick Robinson Alex Roe Maika Monroe Zackary Arthur
312221,Creed,Ryan Coogler,Michael B. Jordan Sylvester Stallone Graham McTavish Tessa Thompson Phylicia Rashād
23168,The Town,Ben Affleck,Ben Affleck Rebecca Hall Jeremy Renner Jon Hamm Blake Lively
76494,What to Expect When You're Expecting,Kirk Jones,Cameron Diaz Jennifer Lopez Elizabeth Banks Anna Kendrick Brooklyn Decker
4944,Burn After Reading,Joel Coen,George Clooney Frances McDormand Brad Pitt John Malkovich Tilda Swinton
10488,Nim's Island,Jennifer Flackett,Abigail Breslin Jodie Foster Gerard Butler Michael Carman Mark Brady
96721,Rush,Ron Howard,Daniel Brühl Chris Hemsworth Olivia Wilde Alexandra Maria Lara Natalie Dormer
334,Magnolia,Paul Thomas Anderson,Julianne Moore William H. Macy John C. Reilly Tom Cruise Philip Baker Hall
23742,Cop Out,Kevin Smith,Bruce Willis Tracy Morgan Juan Carlos Hernández Seann William Scott Michelle Trachtenberg
259694,How to Be Single,Christian Ditter,Dakota Johnson Rebel Wilson Alison Brie Nicholas Braun Damon Wayans Jr.
62837,Dolphin Tale,Charles Martin Smith,Morgan Freeman Ashley Judd Harry Connick Jr. Nathan Gamble Kris Kristofferson
8966,Twilight,Catherine Hardwicke,Kristen Stewart Robert Pattinson Billy Burke Taylor Lautner Peter Facinelli
8470,John Q,Nick Cassavetes,Denzel Washington Robert Duvall Anne Heche Kimberly Elise Daniel E. Smith
11001,Blue Streak,Les Mayfield,Martin Lawrence Luke Wilson Dave Chappelle Peter Greene Nicole Ari Parker
138832,We're the Millers,Rawson Marshall Thurber,Jason Sudeikis Jennifer Aniston Will Poulter Emma Roberts Ed Helms
16911,The Inhabited Island,Fyodor Bondarchuk,Vasily Stepanov Pyotr Fyodorov Юлия Снигирь Fyodor Bondarchuk Sergey Garmash
2163,Breakdown,Jonathan Mostow,Kurt Russell J. T. Walsh Kathleen Quinlan M.C. Gainey Jack Noseworthy
36670,Never Say Never Again,Irvin Kershner,Sean Connery Kim Basinger Klaus Maria Brandauer Edward Fox Barbara Carrera
23048,Hot Tub Time Machine,Steve Pink,John Cusack Lizzy Caplan Rob Corddry Craig Robinson Clark Duke
227735,Dolphin Tale 2,Charles Martin Smith,Morgan Freeman Ashley Judd Nathan Gamble Cozi Zuehlsdorff Harry Connick Jr.
2155,Reindeer Games,John Frankenheimer,Ben Affleck Gary Sinise Charlize Theron Dennis Farina Donal Logue
8409,A Man Apart,F. Gary Gray,Vin Diesel Larenz Tate Timothy Olyphant Geno Silva Jacqueline Obradors
222936,Aloha,Cameron Crowe,Bradley Cooper Emma Stone Rachel McAdams Bill Murray John Krasinski
31908,Ghosts of Mississippi,Rob Reiner,Alec Baldwin James Woods Virginia Madsen Whoopi Goldberg Craig T. Nelson
10219,Snow Falling on Cedars,Scott Hicks,Ethan Hawke Youki Kudoh Reeve Carney Anne Suzuki Rick Yune
48171,The Rite,Mikael Håfström,Anthony Hopkins Colin O'Donoghue Alice Braga Toby Jones Ciarán Hinds
782,Gattaca,Andrew Niccol,Ethan Hawke Jude Law Gore Vidal Uma Thurman Alan Arkin
75531,Isn't She Great,Andrew Bergman,Bette Midler Nathan Lane Stockard Channing David Hyde Pierce John Cleese
11802,Space Chimps,Kirk De Micco,Andy Samberg Cheryl Hines Jeff Daniels Patrick Warburton Kristin Chenoweth
9776,Head of State,Chris Rock,Chris Rock Bernie Mac Dylan Baker Nick Searcy Lynn Whitfield
18785,The Hangover,Todd Phillips,Bradley Cooper Ed Helms Zach Galifianakis Justin Bartha Heather Graham
365222,Ip Man 3,Wilson Yip,Donnie Yen Lynn Hung Zhang Jin Patrick Tam Karena Ng
817,Austin Powers: The Spy Who Shagged Me,Jay Roach,Mike Myers Heather Graham Michael York Robert Wagner Rob Lowe
268,Batman,Tim Burton,Jack Nicholson Michael Keaton Kim Basinger Michael Gough Pat Hingle
45054,There Be Dragons,Roland Joffé,Charlie Cox Dougray Scott Wes Bentley Rodrigo Santoro Jordi Mollà
943,Lethal Weapon 3,Richard Donner,Mel Gibson Danny Glover Joe Pesci Rene Russo Stuart Wilson
22881,The Blind Side,John Lee Hancock,Sandra Bullock Quinton Aaron Kathy Bates Tim McGraw Jae Head
10054,Spy Kids,Robert Rodriguez,Alexa PenaVega Daryl Sabara Antonio Banderas Carla Gugino Alan Cumming
51540,Horrible Bosses,Seth Gordon,Jennifer Aniston Jason Bateman Charlie Day Jason Sudeikis Colin Farrell
44264,True Grit,Joel Coen,Jeff Bridges Matt Damon Josh Brolin Barry Pepper Hailee Steinfeld
350,The Devil Wears Prada,David Frankel,Meryl Streep Anne Hathaway Emily Blunt Stanley Tucci Simon Baker
152,Star Trek: The Motion Picture,Robert Wise,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei
109431,Identity Thief,Seth Gordon,Jason Bateman Melissa McCarthy Jon Favreau Amanda Peet T.I.
1598,Cape Fear,Martin Scorsese,Robert De Niro Nick Nolte Jessica Lange Juliette Lewis Joe Don Baker
8065,21,Robert Luketic,Jim Sturgess Kevin Spacey Kate Bosworth Aaron Yoo Liza Lapira
271718,Trainwreck,Judd Apatow,Amy Schumer Bill Hader Brie Larson Colin Quinn Vanessa Bayer
11638,Guess Who,Kevin Rodney Sullivan,Bernie Mac Ashton Kutcher Zoe Saldana Judith Scott Hal Williams
409,The English Patient,Anthony Minghella,Ralph Fiennes Juliette Binoche Willem Dafoe Kristin Scott Thomas Naveen Andrews
2118,L.A. Confidential,Curtis Hanson,Kevin Spacey Guy Pearce Danny DeVito James Cromwell Kim Basinger
11459,Sky High,Mike Mitchell,Michael Angarano Kurt Russell Kelly Preston Danielle Panabaker Kevin Heffernan
10806,In & Out,Frank Oz,Kevin Kline Joan Cusack Tom Selleck Matt Dillon Debbie Reynolds
9348,Species,Roger Donaldson,Natasha Henstridge Ben Kingsley Michael Madsen Alfred Molina Forest Whitaker
377,A Nightmare on Elm Street,Wes Craven,John Saxon Ronee Blakley Heather Langenkamp Amanda Wyss Jsu Garcia
8843,The Cell,Tarsem Singh,Jennifer Lopez Vincent D'Onofrio Vince Vaughn Marianne Jean-Baptiste Catherine Sutherland
9313,The Man in the Iron Mask,Randall Wallace,Leonardo DiCaprio Jeremy Irons Gérard Depardieu Gabriel Byrne John Malkovich
39486,Secretariat,Randall Wallace,Diane Lane John Malkovich Scott Glenn Dylan Walsh Fred Dalton Thompson
1273,TMNT,Kevin Munroe,Chris Evans Sarah Michelle Gellar Mako Kevin Smith Patrick Stewart
13920,Radio,Mike Tollin,Cuba Gooding Jr. Ed Harris Alfre Woodard S. Epatha Merkerson Debra Winger
50544,Friends with Benefits,Will Gluck,Justin Timberlake Mila Kunis Patricia Clarkson Woody Harrelson Nolan Gould
325133,Neighbors 2: Sorority Rising,Nicholas Stoller,Seth Rogen Rose Byrne Zac Efron Chloë Grace Moretz Kiersey Clemons
140823,Saving Mr. Banks,John Lee Hancock,Emma Thompson Tom Hanks Paul Giamatti Colin Farrell Ruth Wilson
1883,Malcolm X,Spike Lee,"Denzel Washington Angela Bassett Albert Hall Al Freeman, Jr. Delroy Lindo"
89492,This Is 40,Judd Apatow,Paul Rudd Leslie Mann Jason Segel Maude Apatow Megan Fox
22949,Old Dogs,Walt Becker,Robin Williams John Travolta Seth Green Justin Long Matt Dillon
12437,Underworld: Rise of the Lycans,Patrick Tatopoulos,Bill Nighy Michael Sheen Rhona Mitra Shane Brolly Steven Mackintosh
2959,License to Wed,Ken Kwapis,Robin Williams Mandy Moore John Krasinski Eric Christian Olsen Christine Taylor
9957,The Benchwarmers,Dennis Dugan,Jon Heder Rob Schneider David Spade Jon Lovitz Tim Meadows
11648,Must Love Dogs,Gary David Goldberg,Diane Lane John Cusack Elizabeth Perkins Christopher Plummer Dermot Mulroney
9366,Donnie Brasco,Mike Newell,Johnny Depp Al Pacino Michael Madsen Bruno Kirby James Russo
1576,Resident Evil,Paul W.S. Anderson,Milla Jovovich Michelle Rodriguez Eric Mabius Ryan McCluskey Oscar Pearce
609,Poltergeist,Tobe Hooper,Craig T. Nelson JoBeth Williams Beatrice Straight Heather O'Rourke Dominique Dunne
5516,The Ladykillers,Joel Coen,Tom Hanks Irma P. Hall Marlon Wayans J.K. Simmons Tzi Ma
13051,Max Payne,John Moore,Mark Wahlberg Mila Kunis Beau Bridges Ludacris Chris O'Donnell
49530,In Time,Andrew Niccol,Justin Timberlake Amanda Seyfried Cillian Murphy Olivia Wilde Alex Pettyfer
34806,The Back-Up Plan,Alan Poul,Jennifer Lopez Alex O'Loughlin Danneel Ackles Eric Christian Olsen Anthony Anderson
49022,Something Borrowed,Luke Greenfield,Kate Hudson Ginnifer Goodwin John Krasinski Colin Egglesfield Ashley Williams
11469,Black Knight,Gil Junger,Martin Lawrence Marsha Thomason Tom Wilkinson Vincent Regan Daryl Mitchell
23479,The Bad News Bears,Michael Ritchie,Walter Matthau Tatum O'Neal Ben Piazza Vic Morrow Erin Blunt
11667,Street Fighter,Steven E. de Souza,Jean-Claude Van Damme Raúl Juliá Ming-Na Wen Damian Chapa Kylie Minogue
423,The Pianist,Roman Polanski,Adrien Brody Thomas Kretschmann Frank Finlay Maureen Lipman Emilia Fox
2447,The Nativity Story,Catherine Hardwicke,Keisha Castle-Hughes Oscar Isaac Hiam Abbass Shaun Toub Ciarán Hinds
10066,House of Wax,Jaume Collet-Serra,Elisha Cuthbert Paris Hilton Brian Van Holt Jared Padalecki Chad Michael Murray
2288,Closer,Mike Nichols,Julia Roberts Jude Law Natalie Portman Clive Owen Colin Stinton
88794,J. Edgar,Clint Eastwood,Leonardo DiCaprio Josh Hamilton Geoff Pierson Armie Hammer Naomi Watts
13515,Mirrors,Alexandre Aja,Kiefer Sutherland Paula Patton Amy Smart Cameron Boyce Erica Gluck
11979,Queen of the Damned,Michael Rymer,Stuart Townsend Aaliyah Marguerite Moreau Vincent Pérez Paul McGann
169,Predator 2,Stephen Hopkins,Kevin Peter Hall Danny Glover Gary Busey Rubén Blades María Conchita Alonso
8090,Untraceable,Gregory Hoblit,Diane Lane Billy Burke Colin Hanks Joseph Cross Mary Beth Hurt
11622,Blast from the Past,Hugh Wilson,Brendan Fraser Alicia Silverstone Christopher Walken Sissy Spacek Nathan Fillion
3604,Flash Gordon,Mike Hodges,Sam J. Jones Melody Anderson Max von Sydow Chaim Topol Ornella Muti
9541,Jersey Girl,Kevin Smith,Ben Affleck Raquel Castro Liv Tyler Jennifer Lopez George Carlin
94348,Alex Cross,Rob Cohen,Tyler Perry Rachel Nichols Jean Reno Matthew Fox Giancarlo Esposito
8197,Midnight in the Garden of Good and Evil,Clint Eastwood,John Cusack Kevin Spacey Jude Law Alison Eastwood Jack Thompson
336004,Heist,Scott Mann,Jeffrey Dean Morgan Robert De Niro Kate Bosworth Dave Bautista Gina Carano
35019,Nanny McPhee and the Big Bang,Susanna White,Emma Thompson Asa Butterfield Ralph Fiennes Maggie Gyllenhaal Maggie Smith
10410,Hoffa,Danny DeVito,Jack Nicholson Danny DeVito Armand Assante J. T. Walsh John C. Reilly
8836,The X Files: I Want to Believe,Chris Carter,David Duchovny Gillian Anderson Amanda Peet Billy Connolly Xzibit
14442,Ella Enchanted,Tommy O'Haver,Anne Hathaway Hugh Dancy Cary Elwes Vivica A. Fox Joanna Lumley
321741,Concussion,Peter Landesman,Will Smith Alec Baldwin Albert Brooks Gugu Mbatha-Raw David Morse
59965,Abduction,John Singleton,Taylor Lautner Lily Collins Alfred Molina Jason Isaacs Maria Bello
14175,Valiant,Gary Chapman,Ewan McGregor Ricky Gervais Tim Curry Jim Broadbent Hugh Laurie
11004,Wonder Boys,Curtis Hanson,Michael Douglas Tobey Maguire Frances McDormand Katie Holmes Rip Torn
11918,Superhero Movie,Craig Mazin,Drake Bell Sara Paxton Leslie Nielsen Christopher McDonald Jeffrey Tambor
98357,Broken City,Allen Hughes,Mark Wahlberg Russell Crowe Catherine Zeta-Jones Jeffrey Wright Barry Pepper
10012,Cursed,Wes Craven,Portia de Rossi Christina Ricci Jesse Eisenberg Milo Ventimiglia Judy Greer
49526,Premium Rush,David Koepp,Joseph Gordon-Levitt Michael Shannon Dania Ramirez Jamie Chung Wolé Parks
268920,Hot Pursuit,Anne Fletcher,Reese Witherspoon Sofía Vergara Michael Mosley John Carroll Lynch Richard T. Jones
9093,The Four Feathers,Shekhar Kapur,Heath Ledger Wes Bentley Kate Hudson Djimon Hounsou Michael Sheen
119283,Parker,Taylor Hackford,Jason Statham Jennifer Lopez Nick Nolte Michael Chiklis Clifton Collins Jr
11823,Wimbledon,Richard Loncraine,Kirsten Dunst Paul Bettany Sam Neill James McAvoy Bernard Hill
35169,Furry Vengeance,Roger Kumble,Brendan Fraser Ken Jeong Brooke Shields Angela Kinsey Rob Riggle
118957,Bait,Kimble Rendall,Sharni Vinson Phoebe Tonkin Julian McMahon Xavier Samuel Cariba Heine
849,Krull,Peter Yates,Ken Marshall Lysette Anthony Francesca Annis Alun Armstrong David Battley
4515,Lions for Lambs,Robert Redford,Robert Redford Meryl Streep Tom Cruise Michael Peña Andrew Garfield
18886,Flight of the Intruder,John Milius,Danny Glover Willem Dafoe Brad Johnson Rosanna Arquette Tom Sizemore
6575,Walk Hard: The Dewey Cox Story,Jake Kasdan,John C. Reilly Jenna Fischer Tim Meadows Kristen Wiig Raymond J. Barry
6440,The Shipping News,Lasse Hallström,Kevin Spacey Julianne Moore Cate Blanchett Judi Dench Pete Postlethwaite
13496,American Outlaws,Les Mayfield,Colin Farrell Scott Caan Ali Larter Gabriel Macht Gregory Smith
18320,The Young Victoria,Jean-Marc Vallée,Emily Blunt Jim Broadbent Mark Strong Paul Bettany Miranda Richardson
22787,Whiteout,Dominic Sena,Kate Beckinsale Gabriel Macht Tom Skerritt Columbus Short Shawn Doyle
8967,The Tree of Life,Terrence Malick,Brad Pitt Sean Penn Jessica Chastain Hunter McCracken Finnegan Williams
37498,Knock Off,Tsui Hark,Jean-Claude Van Damme Lela Rochon Paul Sorvino Rob Schneider Mark Houghton
144336,Sabotage,David Ayer,Arnold Schwarzenegger Sam Worthington Mireille Enos Joe Manganiello Harold Perrineau
9616,The Order,Brian Helgeland,Heath Ledger Shannyn Sossamon Benno Fürmann Mark Addy Peter Weller
13056,Punisher: War Zone,Lexi Alexander,Ray Stevenson Dominic West Julie Benz Colin Salmon Doug Hutchison
14113,Zoom,Peter Hewitt,Tim Allen Courteney Cox Chevy Chase Spencer Breslin Kevin Zegers
285783,The Walk,Robert Zemeckis,Joseph Gordon-Levitt Ben Kingsley Charlotte Le Bon Ben Schwartz James Badge Dale
49478,Warriors of Virtue,Ronny Yu,Angus Macfadyen Mario Yedidia Marley Shelton Chao Li Chi
9726,A Good Year,Ridley Scott,Russell Crowe Marion Cotillard Albert Finney Tom Hollander Abbie Cornish
20763,Radio Flyer,Richard Donner,Elijah Wood Lorraine Bracco Adam Baldwin John Heard Joseph Mazzello
9702,Bound by Honor,Taylor Hackford,Damian Chapa Jesse Borrego Benjamin Bratt Enrique Castillo Victor Rivers
9311,Smilla's Sense of Snow,Bille August,Julia Ormond Gabriel Byrne Richard Harris Jim Broadbent Tom Wilkinson
9280,Femme Fatale,Brian De Palma,Rebecca Romijn Antonio Banderas Peter Coyote Rie Rasmussen Gregg Henry
26843,Lion of the Desert,Moustapha Akkad,Anthony Quinn Rod Steiger Oliver Reed Irene Papas Raf Vallone
11876,The Horseman on the Roof,Jean-Paul Rappeneau,Juliette Binoche Olivier Martinez Pierre Arditi François Cluzet Gérard Depardieu
22267,Ride with the Devil,Ang Lee,Tobey Maguire Skeet Ulrich Jeffrey Wright Jewel Jonathan Rhys Meyers
45958,Biutiful,Alejandro González Iñárritu,Javier Bardem Maricel Álvarez Hanaa Bouchaib Guillermo Estrella Eduard Fernández
1969,Bandidas,Joachim Rønning,Penélope Cruz Salma Hayek Dwight Yoakam Steve Zahn Denis Arndt
